trip_distance,ride_time,fare_amount,pickup_hour,PULocationID,DOLocationID,passenger_count,payment_type
3.34,12.233334,13.0,9.0,205.0,11.0,1.0,
3.59,25.766666,18.0,14.0,220.0,101.0,1.0,
0.55,3.7166667,4.5,18.0,200.0,228.0,1.0,
18.0,67.36667,52.0,14.0,174.0,125.0,1.0,
0.8,2.0833333,4.5,0.0,198.0,225.0,1.0,1.0
1.42,7.7166667,7.5,20.0,198.0,156.0,1.0,
1.2,7.133333,7.0,19.0,117.0,154.0,1.0,
0.7,3.6166666,4.5,9.0,42.0,235.0,3.0,
1.02,7.75,6.5,11.0,153.0,101.0,1.0,
1.29,9.25,8.0,12.0,198.0,163.0,1.0,
1.5,7.733333,7.5,18.0,133.0,252.0,1.0,
3.1,23.516666,16.0,15.0,133.0,66.0,2.0,
1.42,12.55,9.5,9.0,153.0,154.0,1.0,
3.68,16.466667,14.0,17.0,88.0,251.0,1.0,
2.93,20.516666,15.5,21.0,119.0,23.0,1.0,
11.2,26.583334,34.0,10.0,113.0,30.0,3.0,
9.27,20.683332,27.5,21.0,221.0,134.0,2.0,
2.9,20.166666,15.0,12.0,137.0,156.0,1.0,
0.99,4.0666666,5.5,1.0,58.0,66.0,4.0,
9.31,32.533333,31.0,12.0,113.0,227.0,1.0,
10.86,35.25,34.5,21.0,92.0,233.0,1.0,
2.06,13.816667,10.0,18.0,208.0,220.0,1.0,
0.86,7.65,6.5,11.0,197.0,226.0,1.0,
1.4,14.983334,10.5,10.0,119.0,250.0,2.0,
2.2,11.25,10.0,22.0,208.0,11.0,1.0,
3.28,20.283333,15.0,15.0,40.0,134.0,1.0,
1.5,17.666666,12.0,18.0,141.0,157.0,1.0,
2.65,18.066668,12.5,23.0,58.0,156.0,1.0,
1.6,30.366667,17.0,16.0,198.0,219.0,1.0,
9.82,15.85,27.5,5.0,88.0,131.0,1.0,
0.5,3.9833333,4.5,14.0,77.0,223.0,1.0,
8.6,20.35,25.0,11.0,220.0,131.0,1.0,
2.11,16.583334,12.0,16.0,198.0,228.0,1.0,
0.9,8.7,7.5,19.0,198.0,226.0,2.0,
0.5,5.7833333,5.0,17.0,132.0,222.0,1.0,
0.0,0.55,115.0,22.0,222.0,254.0,1.0,
0.89,5.266667,5.5,11.0,133.0,134.0,1.0,
9.43,38.9,31.5,15.0,190.0,131.0,1.0,
0.9,7.2833333,6.5,8.0,77.0,223.0,1.0,
15.64,42.166668,45.0,19.0,107.0,254.0,1.0,
1.98,12.933333,10.0,18.0,77.0,137.0,2.0,
1.0,9.866667,7.5,14.0,63.0,161.0,1.0,
2.81,18.466667,14.0,22.0,117.0,66.0,1.0,
3.33,14.933333,13.5,22.0,135.0,144.0,1.0,
2.5,13.066667,11.5,14.0,133.0,225.0,1.0,
2.29,13.233334,11.0,19.0,200.0,156.0,1.0,
0.88,4.4666667,5.5,15.0,198.0,225.0,3.0,
2.6,24.816668,16.5,17.0,200.0,177.0,1.0,
0.86,6.516667,6.0,9.0,91.0,200.0,1.0,
0.9,4.0,5.0,18.0,64.0,225.0,1.0,
1.32,5.85,6.5,16.0,200.0,156.0,2.0,
18.46,71.333336,52.0,12.0,107.0,156.0,5.0,
1.74,13.333333,10.0,17.0,195.0,154.0,2.0,
1.56,9.966666,8.5,11.0,37.0,225.0,1.0,
1.87,13.333333,10.5,14.0,68.0,157.0,1.0,
2.85,20.583334,15.0,15.0,197.0,177.0,1.0,
3.63,14.7,14.0,18.0,10.0,235.0,1.0,
11.03,40.8,36.5,12.0,113.0,219.0,2.0,
10.3,20.2,29.5,22.0,113.0,222.0,0.0,
5.44,28.5,22.0,20.0,137.0,163.0,1.0,
3.92,26.583334,18.0,17.0,135.0,227.0,1.0,
18.29,56.116665,52.0,20.0,107.0,238.0,1.0,
2.98,13.35,11.5,7.0,221.0,253.0,1.0,
15.28,41.3,44.5,18.0,107.0,249.0,1.0,
1.1,14.45,10.0,11.0,116.0,222.0,1.0,
1.95,18.566668,13.0,10.0,195.0,155.0,1.0,
1.76,9.45,9.0,16.0,198.0,227.0,1.0,
1.73,8.066667,7.5,1.0,208.0,130.0,1.0,
2.24,16.85,12.5,13.0,100.0,97.0,4.0,
4.5,25.983334,19.0,21.0,68.0,135.0,1.0,
3.02,26.0,17.0,9.0,153.0,220.0,1.0,
0.5,4.55,5.0,19.0,195.0,177.0,1.0,
17.2,64.95,52.0,14.0,133.0,125.0,2.0,
7.04,28.083334,24.5,0.0,88.0,35.0,1.0,0.0
1.87,16.366667,12.0,17.0,132.0,133.0,1.0,
1.93,9.033334,8.0,21.0,58.0,106.0,2.0,
1.08,6.4,6.5,7.0,68.0,118.0,1.0,
1.08,6.983333,6.5,7.0,133.0,219.0,6.0,
1.7,14.683333,11.0,9.0,200.0,225.0,1.0,
0.6,5.6833334,5.5,16.0,84.0,88.0,1.0,
3.11,10.35,11.0,3.0,134.0,77.0,1.0,
5.7,17.683332,20.0,13.0,126.0,235.0,1.0,
2.5,12.116667,11.0,6.0,88.0,219.0,1.0,
3.41,23.733334,17.0,12.0,134.0,137.0,1.0,
1.55,8.133333,7.5,10.0,197.0,73.0,1.0,
2.1,8.983334,9.0,7.0,77.0,41.0,1.0,
2.44,12.0,10.5,14.0,137.0,135.0,1.0,
5.31,31.816668,23.5,16.0,192.0,163.0,3.0,
7.19,29.916666,26.5,16.0,133.0,220.0,1.0,
1.86,12.95,10.0,21.0,116.0,218.0,3.0,
1.5,16.816668,11.0,15.0,37.0,97.0,4.0,
0.79,5.633333,5.5,21.0,134.0,156.0,2.0,
1.19,9.933333,6.5,10.0,172.0,118.0,1.0,
2.03,16.383333,12.0,10.0,116.0,46.0,1.0,
1.7,12.766666,9.5,20.0,205.0,219.0,1.0,
10.93,44.466667,37.0,11.0,113.0,219.0,1.0,
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,2.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,2.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,2.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,2.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,3.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,3.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,3.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,0.0
,,,,,,,1.0
